epoch,step,global_step,loss,positive_cosine,negative_cosine,learning_rate
1,1,1,1.2015923261642456,0.8404968976974487,0.5900609493255615,2.8125e-05
1,2,2,0.22212734818458557,0.8178908228874207,0.38134923577308655,2.625e-05
1,3,3,0.09355022758245468,0.809783399105072,0.3377377986907959,2.4375e-05
1,4,4,0.08168201148509979,0.812190055847168,0.3099798560142517,2.25e-05
1,5,5,0.06818739324808121,0.8109291195869446,0.29313722252845764,2.0625e-05
1,6,6,0.022736629471182823,0.8146668672561646,0.28556427359580994,1.8750000000000002e-05
1,7,7,0.051090240478515625,0.8244026899337769,0.2552298307418823,1.6875e-05
1,8,8,0.06074242293834686,0.8089353442192078,0.25388410687446594,1.5e-05
1,9,9,0.05443515256047249,0.8180397748947144,0.23515461385250092,1.3125e-05
1,10,10,0.025474365800619125,0.8158539533615112,0.22725428640842438,1.125e-05
1,11,11,0.021935435011982918,0.8164814114570618,0.21145080029964447,9.375000000000001e-06
1,12,12,0.016113176941871643,0.8037809729576111,0.21407580375671387,7.5e-06
1,13,13,0.01250770129263401,0.7969452738761902,0.20233064889907837,5.625e-06
1,14,14,0.011259748600423336,0.8096561431884766,0.2093355804681778,3.75e-06
1,15,15,0.008261865004897118,0.8081881403923035,0.1987847089767456,1.875e-06
1,16,16,0.010557538829743862,0.8189712762832642,0.20935729146003723,0.0
