epoch,step,global_step,loss,positive_cosine,negative_cosine
1,1,1,1.4614602327346802,17.078285217285156,12.464424133300781
1,2,2,0.3302830159664154,16.355911254882812,8.613151550292969
1,3,3,0.15227074921131134,16.010643005371094,6.780911445617676
1,4,4,0.09403102844953537,16.23507308959961,6.763120174407959
