epoch,step,global_step,loss,positive_cosine,negative_cosine
1,1,1,1.4614602327346802,0.8539143800735474,0.6232212781906128
1,2,2,0.3302830159664154,0.8177956342697144,0.4306575357913971
1,3,3,0.15227074921131134,0.8005321621894836,0.33904558420181274
1,4,4,0.09403102844953537,0.8117537498474121,0.33815598487854004
