epoch,step,global_step,loss,positive_cosine,negative_cosine,learning_rate
1,113,113,5.075688022770919e-06,1.0,0.10425418615341187,2.5659411011523687e-05
1,114,114,1.2944629816047382e-05,1.0,0.10720808804035187,2.562099871959027e-05
1,115,115,6.029333235346712e-06,1.0,0.10299675166606903,2.558258642765685e-05
1,116,116,1.4816332623013295e-05,1.0,0.10549468547105789,2.5544174135723434e-05
1,117,117,7.621843906235881e-06,1.0,0.10038359463214874,2.5505761843790013e-05
1,118,118,7.601385732414201e-06,0.9999999403953552,0.10420218110084534,2.5467349551856595e-05
1,119,119,6.901038887008326e-06,0.9999999403953552,0.09855962544679642,2.5428937259923177e-05
1,120,120,1.29076524899574e-05,1.0,0.10754582285881042,2.5390524967989756e-05
1,121,121,7.526863555540331e-06,1.0,0.10627080500125885,2.535211267605634e-05
1,122,122,5.785341272712685e-06,1.0,0.09639101475477219,2.5313700384122917e-05
1,123,123,6.020001364959171e-06,1.0,0.10047382861375809,2.5275288092189503e-05
1,124,124,1.84870368684642e-05,1.0,0.10104724019765854,2.5236875800256082e-05
1,125,125,6.388803285517497e-06,1.0,0.10027065873146057,2.5198463508322664e-05
1,126,126,4.090353741048602e-06,1.0,0.09467152506113052,2.5160051216389243e-05
1,127,127,5.05147045259946e-06,1.0,0.10520954430103302,2.512163892445583e-05
1,128,128,6.964343356230529e-06,1.0,0.10484980046749115,2.5083226632522407e-05
1,129,129,6.940078947081929e-06,1.0,0.09576961398124695,2.504481434058899e-05
1,130,130,9.726345524541102e-06,1.0,0.10104943066835403,2.500640204865557e-05
1,131,131,5.120370587974321e-06,1.0,0.09313381463289261,2.4967989756722154e-05
1,132,132,2.731123095145449e-05,1.0,0.0973702222108841,2.4929577464788733e-05
1,133,133,6.038658739271341e-06,1.0,0.0979790911078453,2.4891165172855312e-05
1,134,134,4.023302608402446e-06,0.9999999403953552,0.09398919343948364,2.4852752880921894e-05
1,135,135,8.014837476366665e-06,1.0,0.10751482099294662,2.4814340588988476e-05
1,136,136,5.4388956414186396e-06,1.0,0.10193989425897598,2.477592829705506e-05
1,137,137,6.023046444170177e-05,1.0,0.10308954119682312,2.4737516005121638e-05
1,138,138,4.515037744567962e-06,1.0,0.09579694271087646,2.4699103713188223e-05
1,139,139,2.1900950741837732e-05,1.0,0.10397497564554214,2.4660691421254802e-05
1,140,140,6.282617050601402e-06,1.0,0.10229840874671936,2.4622279129321384e-05
1,141,141,9.73031455941964e-06,1.0,0.09736243635416031,2.4583866837387963e-05
1,142,142,1.5917208656901494e-05,0.9999998807907104,0.09564408659934998,2.454545454545455e-05
1,143,143,4.269164946890669e-06,1.0,0.09659689664840698,2.4507042253521128e-05
1,144,144,2.2173646357259713e-05,1.0,0.0957871600985527,2.446862996158771e-05
1,145,145,1.0627424671838526e-05,1.0,0.10050097852945328,2.443021766965429e-05
1,146,146,1.197834535560105e-05,1.0,0.09658853709697723,2.439180537772087e-05
1,147,147,6.472554105130257e-06,1.0,0.09406556189060211,2.4353393085787453e-05
1,148,148,7.241907042043749e-06,1.0,0.09264490753412247,2.4314980793854032e-05
1,149,149,1.0767749699880369e-05,1.0,0.09840709716081619,2.4276568501920614e-05
1,150,150,3.820272922894219e-06,1.0,0.0926893949508667,2.4238156209987197e-05
1,151,151,8.571762009523809e-06,1.0,0.10205183923244476,2.419974391805378e-05
1,152,152,5.902643351873849e-06,1.0,0.09623084217309952,2.4161331626120358e-05
1,153,153,4.192798769508954e-06,1.0,0.09459473192691803,2.412291933418694e-05
1,154,154,5.571136625803774e-06,1.0,0.10182394087314606,2.4084507042253522e-05
1,155,155,5.638188213197282e-06,1.0,0.10112837702035904,2.4046094750320105e-05
1,156,156,0.00016160649829544127,1.0,0.10031135380268097,2.4007682458386683e-05
1,157,157,4.3380782699387055e-06,0.9999999403953552,0.09176401793956757,2.3969270166453266e-05
1,158,158,8.534326480003074e-05,1.0,0.09688282012939453,2.3930857874519848e-05
1,159,159,3.680575446196599e-06,1.0,0.09258958697319031,2.3892445582586427e-05
1,160,160,1.2826963029510807e-05,1.0,0.09471055120229721,2.385403329065301e-05
1,161,161,1.2732208233501296e-05,1.0,0.09009440243244171,2.3815620998719588e-05
1,162,162,5.347609658201691e-06,1.0,0.09231219440698624,2.3777208706786174e-05
1,163,163,8.847923163557425e-05,1.0,0.08538973331451416,2.3738796414852752e-05
1,164,164,6.401845894288272e-06,1.0,0.09703078866004944,2.3700384122919335e-05
1,165,165,7.217682650662027e-06,1.0,0.09635622054338455,2.3661971830985914e-05
1,166,166,7.850969268474728e-06,1.0,0.09141994267702103,2.36235595390525e-05
1,167,167,1.1463839655334596e-05,1.0,0.08868986368179321,2.3585147247119078e-05
1,168,168,3.825861313089263e-06,1.0,0.08952512592077255,2.354673495518566e-05
1,169,169,5.651147148455493e-06,1.0,0.08946730941534042,2.350832266325224e-05
1,170,170,0.02166474610567093,1.0,0.0946381464600563,2.3469910371318825e-05
1,171,171,5.824452728120377e-06,1.0,0.09218490123748779,2.3431498079385404e-05
1,172,172,4.3231784729869105e-06,1.0,0.08613623678684235,2.3393085787451986e-05
1,173,173,4.25425787398126e-06,1.0,0.0838453471660614,2.3354673495518568e-05
1,174,174,7.373903827101458e-06,1.0,0.08641674369573593,2.3316261203585147e-05
1,175,175,7.098422884155298e-06,0.9999999403953552,0.09561019390821457,2.327784891165173e-05
1,176,176,7.532373274443671e-06,1.0,0.08367826044559479,2.3239436619718308e-05
1,177,177,6.081491392251337e-06,1.0,0.09142865240573883,2.3201024327784894e-05
1,178,178,6.919593033671845e-06,1.0,0.0930836871266365,2.3162612035851473e-05
1,179,179,5.65308482691762e-06,1.0,0.0932084247469902,2.3124199743918055e-05
1,180,180,9.303561455453746e-06,1.0,0.07895157486200333,2.3085787451984634e-05
1,181,181,3.609796749515226e-06,1.0,0.08904264867305756,2.304737516005122e-05
1,182,182,5.565553692576941e-06,1.0,0.09616587311029434,2.30089628681178e-05
1,183,183,2.2666477889288217e-05,1.0,0.08959048241376877,2.297055057618438e-05
1,184,184,1.2413964213919826e-05,1.0,0.08303704857826233,2.293213828425096e-05
1,185,185,5.360633622331079e-06,1.0,0.08447311818599701,2.2893725992317545e-05
1,186,186,3.4458853406249546e-06,1.0,0.09197632223367691,2.2855313700384124e-05
1,187,187,0.009946984238922596,1.0,0.08685164898633957,2.2816901408450703e-05
1,188,188,5.332682576408843e-06,1.0,0.08780345320701599,2.2778489116517285e-05
1,189,189,4.3343452489352785e-06,1.0,0.0847582072019577,2.2740076824583867e-05
1,190,190,4.4614185753744096e-05,1.0,0.0885736420750618,2.270166453265045e-05
1,191,191,4.569053544400958e-06,1.0,0.09699491411447525,2.266325224071703e-05
1,192,192,1.808353772503324e-05,1.0,0.10047797858715057,2.262483994878361e-05
1,193,193,1.0553205356700346e-05,0.9999999403953552,0.10225624591112137,2.2586427656850193e-05
1,194,194,8.791590516921133e-06,1.0,0.11092651635408401,2.2548015364916775e-05
1,195,195,2.0333265638328157e-05,1.0,0.1114598959684372,2.2509603072983354e-05
1,196,196,1.0482570360181853e-05,1.0,0.10790050029754639,2.2471190781049936e-05
1,197,197,8.61280204844661e-06,1.0,0.12343832850456238,2.243277848911652e-05
1,198,198,2.461477561155334e-05,1.0,0.11939071118831635,2.23943661971831e-05
1,199,199,0.021870236843824387,1.0,0.1226685643196106,2.235595390524968e-05
1,200,200,2.8730257326969877e-05,1.0,0.13002116978168488,2.231754161331626e-05
1,201,201,1.5837546015973203e-05,1.0,0.13934995234012604,2.2279129321382844e-05
1,202,202,8.733881259104237e-06,1.0,0.12907381355762482,2.2240717029449423e-05
1,203,203,8.26822633825941e-06,1.0,0.12095069885253906,2.2202304737516005e-05
1,204,204,3.990202822024003e-05,1.0,0.14022497832775116,2.2163892445582588e-05
1,205,205,2.199714981543366e-05,1.0,0.14720259606838226,2.212548015364917e-05
1,206,206,1.2403166692820378e-05,1.0,0.13318106532096863,2.208706786171575e-05
1,207,207,5.865692219231278e-05,1.0,0.1359197497367859,2.204865556978233e-05
1,208,208,1.922764568007551e-05,1.0,0.1483936756849289,2.2010243277848913e-05
1,209,209,1.4854364053462632e-05,1.0,0.1379687339067459,2.1971830985915496e-05
1,210,210,1.0149440640816465e-05,1.0,0.12885326147079468,2.1933418693982074e-05
1,211,211,0.02168312482535839,1.0,0.14753010869026184,2.1895006402048657e-05
1,212,212,1.1622681086009834e-05,1.0,0.11381174623966217,2.185659411011524e-05
1,213,213,5.983788287267089e-05,1.0,0.13257335126399994,2.1818181818181818e-05
1,214,214,9.450973266211804e-06,1.0,0.1269194334745407,2.17797695262484e-05
1,215,215,8.940614861785434e-06,1.0,0.12288759648799896,2.174135723431498e-05
1,216,216,0.00014940602704882622,1.0,0.13648024201393127,2.1702944942381565e-05
1,217,217,1.743335997161921e-05,1.0,0.11944817751646042,2.1664532650448143e-05
1,218,218,2.0670726371463388e-05,1.0,0.12209701538085938,2.1626120358514726e-05
1,219,219,1.1760258530557621e-05,1.0,0.11692062765359879,2.1587708066581305e-05
1,220,220,1.0274228770867921e-05,0.9999999403953552,0.121627077460289,2.154929577464789e-05
1,221,221,8.489825631841086e-06,1.0,0.11480668187141418,2.151088348271447e-05
1,222,222,0.00014114419172983617,1.0,0.10364409536123276,2.147247119078105e-05
1,223,223,1.0672809366951697e-05,1.0,0.12448931485414505,2.143405889884763e-05
1,224,224,4.123880898987409e-06,1.0,0.10295263677835464,2.1395646606914216e-05
1,225,225,6.891747034387663e-06,1.0,0.1071876809000969,2.1357234314980795e-05
1,226,226,4.7515873120573815e-06,1.0,0.10519202798604965,2.1318822023047374e-05
1,227,227,5.297344614518806e-06,1.0,0.10394144058227539,2.1280409731113956e-05
1,228,228,0.00013761619629804045,1.0,0.09823275357484818,2.1241997439180538e-05
1,229,229,1.2060397239110898e-05,1.0,0.11628367751836777,2.120358514724712e-05
1,230,230,6.10944061918417e-06,1.0,0.09920012205839157,2.11651728553137e-05
1,231,231,6.969955393287819e-06,1.0,0.11325061321258545,2.112676056338028e-05
1,232,232,5.671727194567211e-06,1.0,0.10400732606649399,2.1088348271446864e-05
1,233,233,7.394554813799914e-06,1.0,0.10344117879867554,2.1049935979513446e-05
1,234,234,6.640148967562709e-06,1.0,0.09886525571346283,2.1011523687580025e-05
1,235,235,8.90885348781012e-06,1.0,0.09882539510726929,2.0973111395646607e-05
1,236,236,1.3758171007793862e-05,1.0,0.10342987626791,2.093469910371319e-05
1,237,237,6.293814749369631e-06,1.0,0.10190583765506744,2.089628681177977e-05
1,238,238,4.217013156448957e-06,1.0,0.08851545304059982,2.085787451984635e-05
1,239,239,3.074844426009804e-05,1.0,0.09806103259325027,2.0819462227912933e-05
1,240,240,4.898731731373118e-06,1.0,0.09090866148471832,2.0781049935979515e-05
1,241,241,1.4985602319939062e-05,1.0,0.09330688416957855,2.0742637644046094e-05
1,242,242,5.6605499594297726e-06,1.0,0.10325853526592255,2.0704225352112676e-05
1,243,243,4.706859272118891e-06,0.9999999403953552,0.09453286975622177,2.066581306017926e-05
1,244,244,1.0153038601856679e-05,1.0,0.10935572534799576,2.062740076824584e-05
1,245,245,5.122246420796728e-06,1.0,0.09752786159515381,2.058898847631242e-05
1,246,246,1.4807011211814824e-05,1.0,0.09906091541051865,2.0550576184379002e-05
1,247,247,7.085345259838505e-06,1.0,0.0853254646062851,2.0512163892445584e-05
1,248,248,2.7415611839387566e-05,1.0,0.09278976172208786,2.0473751600512166e-05
1,249,249,7.2772522798914e-06,1.0,0.0911843553185463,2.0435339308578745e-05
1,250,250,2.5003466362250037e-05,0.9999999403953552,0.09567030519247055,2.0396927016645327e-05
1,251,251,3.0063887606956996e-05,1.0,0.08950162678956985,2.035851472471191e-05
1,252,252,2.834940914908657e-06,1.0,0.08378303796052933,2.032010243277849e-05
1,253,253,6.610417131014401e-06,1.0,0.0838102474808693,2.028169014084507e-05
1,254,254,4.839101620746078e-06,1.0,0.0907587856054306,2.024327784891165e-05
1,255,255,1.1164090210513677e-05,1.0,0.08968870341777802,2.0204865556978235e-05
1,256,256,6.908464911248302e-06,1.0,0.0986156091094017,2.0166453265044814e-05
1,257,257,1.0694758202589583e-05,1.0,0.08671324700117111,2.0128040973111396e-05
1,258,258,5.8412019825482275e-06,1.0,0.09400279074907303,2.0089628681177975e-05
1,259,259,5.409082405094523e-06,1.0,0.09296179562807083,2.005121638924456e-05
1,260,260,6.468907031376148e-06,1.0,0.09874242544174194,2.001280409731114e-05
1,261,261,7.699940397287719e-06,1.0,0.09332692623138428,1.9974391805377722e-05
1,262,262,5.6698145272093825e-06,1.0,0.08296425640583038,1.99359795134443e-05
1,263,263,3.328539150970755e-06,1.0,0.08816470950841904,1.9897567221510887e-05
1,264,264,7.718679626123048e-06,0.9999999403953552,0.09923920780420303,1.9859154929577465e-05
1,265,265,8.06694424682064e-06,1.0,0.09523994475603104,1.9820742637644044e-05
1,266,266,1.749319380905945e-05,1.0,0.08648212999105453,1.9782330345710627e-05
1,267,267,5.628864528262056e-06,1.0,0.08818056434392929,1.974391805377721e-05
1,268,268,0.0001233674556715414,1.0,0.0894901305437088,1.970550576184379e-05
1,269,269,6.008829132042592e-06,1.0,0.09159447252750397,1.966709346991037e-05
1,270,270,1.7291649783146568e-05,1.0,0.08885122090578079,1.9628681177976952e-05
1,271,271,4.500132490647957e-06,1.0,0.08370468020439148,1.9590268886043534e-05
1,272,272,4.075449851370649e-06,1.0,0.09074153751134872,1.9551856594110117e-05
1,273,273,3.809097506746184e-06,1.0,0.09343722462654114,1.9513444302176696e-05
1,274,274,3.157176706736209e-06,1.0,0.08427939563989639,1.947503201024328e-05
1,275,275,0.021800648421049118,1.0,0.07936447113752365,1.943661971830986e-05
1,276,276,4.703158083430026e-06,1.0,0.09215542674064636,1.9398207426376442e-05
1,277,277,7.696105967625044e-06,1.0,0.08941541612148285,1.935979513444302e-05
1,278,278,4.431214620126411e-06,1.0,0.09231028705835342,1.9321382842509603e-05
1,279,279,6.239804406504845e-06,1.0,0.09028536081314087,1.9282970550576186e-05
1,280,280,7.469124739145627e-06,1.0,0.08637206256389618,1.9244558258642765e-05
1,281,281,7.435461611748906e-06,1.0,0.08929383009672165,1.9206145966709347e-05
1,282,282,1.66715126397321e-05,1.0,0.08679026365280151,1.916773367477593e-05
1,283,283,1.0916194696619641e-05,1.0,0.08718760311603546,1.912932138284251e-05
1,284,284,4.762741355079925e-06,0.9999999403953552,0.07783624529838562,1.909090909090909e-05
1,285,285,5.159489774086978e-06,1.0,0.08878182619810104,1.9052496798975672e-05
1,286,286,4.4311941564956214e-06,1.0,0.07822835445404053,1.9014084507042255e-05
1,287,287,3.6470471513894154e-06,1.0,0.0795397087931633,1.8975672215108837e-05
1,288,288,3.0044384402572177e-06,1.0,0.07976073026657104,1.8937259923175416e-05
1,289,289,4.06798608310055e-06,1.0,0.08509445935487747,1.8898847631241998e-05
1,290,290,0.00460031209513545,1.0,0.08143017441034317,1.886043533930858e-05
1,291,291,0.006550525315105915,1.0,0.07271049171686172,1.8822023047375163e-05
1,292,292,2.9969892239023466e-06,1.0,0.08734581619501114,1.878361075544174e-05
1,293,293,9.618165677238721e-06,0.9999999403953552,0.09233420342206955,1.874519846350832e-05
1,294,294,6.915892299730331e-06,1.0,0.09632968157529831,1.8706786171574906e-05
1,295,295,4.269160854164511e-06,1.0,0.08435522019863129,1.8668373879641485e-05
1,296,296,5.511534254765138e-06,1.0,0.10300993174314499,1.8629961587708067e-05
1,297,297,0.00013160603702999651,0.9999999403953552,0.10413578152656555,1.8591549295774646e-05
1,298,298,5.757409326179186e-06,1.0,0.10021719336509705,1.855313700384123e-05
1,299,299,6.509901595563861e-06,1.0,0.09673106670379639,1.851472471190781e-05
1,300,300,8.746736966713797e-06,1.0,0.10199006646871567,1.8476312419974393e-05
1,301,301,7.672839274164289e-05,1.0,0.1023225337266922,1.843790012804097e-05
1,302,302,1.0555165317782667e-05,1.0,0.11108147352933884,1.8399487836107557e-05
1,303,303,5.053336280980147e-06,1.0,0.10501786321401596,1.8361075544174136e-05
1,304,304,1.3011905139137525e-05,1.0,0.11750701069831848,1.832266325224072e-05
1,305,305,8.106094355753157e-06,1.0,0.12047847360372543,1.8284250960307297e-05
1,306,306,2.3083359337761067e-05,1.0,0.11916638165712357,1.824583866837388e-05
1,307,307,1.2902092748845462e-05,1.0,0.12200979143381119,1.8207426376440462e-05
1,308,308,1.0238865797873586e-05,1.0,0.1206478551030159,1.816901408450704e-05
1,309,309,6.2584599618276116e-06,1.0,0.12073330581188202,1.8130601792573626e-05
1,310,310,6.098273388488451e-06,1.0,0.12208298593759537,1.8092189500640205e-05
1,311,311,3.510727401589975e-05,0.9999999403953552,0.12891168892383575,1.8053777208706787e-05
1,312,312,7.83608811616432e-06,1.0,0.12730371952056885,1.8015364916773366e-05
1,313,313,6.47078559268266e-06,1.0,0.11647902429103851,1.7976952624839952e-05
1,314,314,1.5159234862949234e-05,1.0,0.1246672049164772,1.793854033290653e-05
1,315,315,1.1702764822985046e-05,1.0,0.12675926089286804,1.7900128040973113e-05
1,316,316,7.35367757442873e-06,1.0,0.11896776407957077,1.7861715749039692e-05
1,317,317,9.178941581922118e-06,1.0,0.11906974017620087,1.7823303457106277e-05
1,318,318,1.3851187759428285e-05,0.9999999403953552,0.10510201007127762,1.7784891165172856e-05
1,319,319,6.23610822003684e-06,1.0,0.12235256284475327,1.7746478873239435e-05
1,320,320,1.2709922884823754e-05,1.0,0.12259776145219803,1.7708066581306017e-05
1,321,321,0.005175621248781681,1.0,0.12329483032226562,1.76696542893726e-05
1,322,322,1.5699359209975228e-05,1.0,0.12514828145503998,1.7631241997439182e-05
1,323,323,0.021666700020432472,1.0,0.11564071476459503,1.759282970550576e-05
1,324,324,1.4624513823946472e-05,1.0,0.1221352219581604,1.7554417413572343e-05
1,325,325,9.341031727672089e-06,1.0,0.12284673750400543,1.7516005121638925e-05
1,326,326,5.435173989098985e-06,1.0,0.10807731002569199,1.7477592829705508e-05
1,327,327,1.0738000128185377e-05,1.0,0.12877775728702545,1.7439180537772086e-05
1,328,328,4.868937139690388e-06,0.9999999403953552,0.10861463844776154,1.740076824583867e-05
1,329,329,5.59350064577302e-06,1.0,0.1090640276670456,1.736235595390525e-05
1,330,330,7.243771506182384e-06,1.0,0.11448052525520325,1.7323943661971833e-05
